issuekey,storypoint,context,codesnippet,Bug,Epic,Improvement,Story,Technical task,Acceptance Testing,Analytics,Batch,CLI,Configuration,DSL,Documentation,Export,Hadoop,Ingest,Packaging,Performance Testing,REST,Runtime,Stream Module,Testing,UI,YARN Runtime
XD-436,0.0,"Decouple transport from DIRT Currently spring-xd-dirt has direct dependencies on Redis and Rabbit. Consider moving transport dependent classes to separate jars with ""runtime"" dependencies",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-445,1.0,"Add support to set the read timeout for http request We need to have the ability to set read timeout for http request.

This is already implemented here: https://github.com/SpringSource/rest-shell/",,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XD-469,1.0,Upgrade to spring-data-hadoop 1.0.1.RC1 spring-data-hadoop 1.0.1.RC1 provides flavors for commonly used Hadoop distros/versions and we should make use of that.,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XD-470,3.0,"Create JDBC sink we need a JDBC sink for writing to HAWQ (using int-jdbc:outbound-channel-adapter and postgresql JDBC driver)
",,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-471,8.0,"Batching JDBC channel adapter we need a batching JDBC channel adapter (int-jdbc:outbound-channel-adapter is not batching statements AFAICT)
",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XD-472,8.0,Add spring-xd-hadoop distro specific sub-projects we need to modify build adding two sub-projects for spring-xd-hadoop: one for hadoop 1.1.2 and one for phd1 (Pivotal HD) to pull in transitive dependencies for correct Hadoop distro,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XD-474,8.0,Create JSON to tab-delimited text transformer script We need a generic script that can do JSON to tab-delimited text transformation for data written to HDFS/HAWQ external tables. Users should be able to specify columns/fields to be included.,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XD-478,3.0,Add accepted type logic to module A module can declare one ore more payload types it will accept. This will inform the runtime re. automatic payload conversion.  This can be done in the module XML configuration and processed by StreamPlugin,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XD-480,2.0,"In certain scenarios a job can be redeployed more than once In a scenario where we are using the same job definition i.e. Job.xml and we create Job Instance Foo.  If I create and deploy Foo2 using Job.xml  I will see only 2 job definitions(correct), but I will see the job run 3 times.  If I create Foo3 &amp; deploy, I will see 3 job definitions(correct), but the jobs will run 5 times.  ",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XD-496,3.0,"Disable Collection to Object conversion in DefaultTuple DefaultFormattingConversionService provides Collection -&gt; Object conversion which will produce the first item if the target type matches. Here, this results in an unfortunate side effect, getTuple(List<tuple> list) would return a Tuple which is misleading. In this case it is preferable to treat it as an error if the argument is not a Tuple.</tuple>",,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-504,1.0,"Add ""How to Build Spring-XD"" instructions to the documentation We need to determine where this information could fit in.
It can be either in ""README"" at the project home page or ""Getting started"" wiki page.",,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XD-514,8.0,Create proper test coverage for Controllers Create proper test coverage for Controllers,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-522,1.0,"Cannot create tap if you have already tried to create an invalid one of same name From the shell:

","<code>
&gt; stream create --name aaa --definition ""time|log""
Created new stream 'aaa'

&gt; tap create --name aa --definition ""tap aaa | log""
Command failed org.springframework.xd.rest.client.impl.SpringXDException: XD111E:(pos 8): Unexpected token.  Expected 'dot(.)' but was 'pipe(|)'
tap aaa | log

&gt;tap create --name aa --definition ""tap aaa . log""
Command failed org.springframework.xd.rest.client.impl.SpringXDException: There is already a tap named 'aa'
<code>

Looks like the first tap was created even though there was a parse error.  And so the second attempt to create the tap failed due to an existing tap.</code></code>",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-540,5.0,"Broadcast Undeploy Requests Use an 'undeploy' topic to broadcast undeploy requests to all containers.

Applies to Redis and Rabbit transports, not local.

Also, rename {{ModuleDeploymentRequest}} to {{ModuleOperationRequest}} with an enum {{DEPLOY}}, {{UNDEPLOY}}.",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-593,1.0,"Add ""counter delete"" shell command Add ""counter delete"" shell command. This also requires implementation of DELETE rest end point at CountersController.",,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-595,1.0,"Fix wiki documentation to use xd shell command prompt to read ""xd:>"" We need to fix the github wiki to use the xd shell command prompt ""xd:&gt;"".",,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XD-596,1.0,"Add CONTRIBUTING.md file Add CONTRIBUTING.md file, use the Spring Integration file as the basis.",,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XD-613,5.0,"Deployed streams should be restarted on container start When using Redis store, stored deployed streams should be deployed on container restart.",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-614,8.0,"Conversion Enhancements Content-Type during transport transit is not the same as the content-type within modules.

""Real"" transports always use byte[] which may contain raw byte[] from a source, a byte[] converted from a String (which may or may not already contain JSON), or a byte[] containing JSON converted by the transport on the outbound side.

The transport needs to convey which of these was applied on the outbound side so it can properly reconstruct the message.

Retain any content-type header that already exists in the message, and restore it.

For Rabbit, use normal SI/Rabbit headers to convey this information.

For Redis, add the information to the byte[].",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-624,1.0,"Use External Connection Factory in TCP Syslog Source WARN log emitted because the embedded connection factory does not get an application event publisher.

Will be fixed in SI M3 (INT-3107).",,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-631,1.0,"Pluralize test classes in package org.springframework.xd.shell.command The classes under test are pluralized. Therefore, the test classes themselves should reflect that. E.g. rename *JobCommandTests* to *JobCommandsTests* as it tests class *JobCommands*. Please check all tests in that package for correct naming.",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XD-634,3.0,Fix guava dependency for hadoop20 and phd1  Spring Xd currently ships with Guava 12.0 while Hadoop 2.0.5 and Pivotal HD 1.0 depends on 11.0.2 - this could lead to classpath problems if we include both.,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XD-640,3.0,"Cannot start xd-container with the --hadoopDistro option Trying to use xd-container with PHD, and therefore need to start with --hadoopDistro. I get the following error:

$ bin/xd-container --hadoopDistro phd1
17:11:20,305 ERROR main server.ContainerMain:59 - ""--hadoopDistro"" is not a valid option
",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-643,3.0,"Map column names with underscore to camelCase style keys for JDBC sink We need to add support for matching column names with underscores like ""user_name"" and map them to camel case style keys like ""userName"" in the JdbcMessagePayloadTransformer.",,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-650,5.0,"Eclipse build path error after running gradle -> refresh source folders in Eclipse After running gradle -&gt; refresh source folders on the spring-xd-module project in Eclipse, there is an error because the {{src/test/java}} folder is missing.

Solution is to add a placeholder file.",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XD-658,2.0,Update to Spring-Data-Redis 1.1.0.M2 Remove the {{NoOpRedisSerializer}} and use the non-serialization feature of M2.,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-663,3.0,"Use correct FS_DEFAULT_NAME_KEY constant based on Hadoop version used Keep getting the following warning:

WARN Spring Shell conf.Configuration:817 - fs.default.name is deprecated. Instead, use fs.defaultFS

Should switch to use the runtime value of the FS_DEFAULT_NAME_KEY constant based on Hadoop version used.",,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-686,8.0,"Support Named Taps (or Similar) Provide some syntax allowing multiple tap points to be directed to a named channel.

e.g. 
tap foo.4 &gt; namedTap
tap bar.2 &gt; namedTap

or

:tap.foo &gt; counter",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-724,5.0,"Test source module in isolation Register the module under test and deploy the module
Verify output across all transports
Examples
Be able to start the rabbitmq source just by pointing to modules/source/rabbit.xml, pass in some property file for parameters to be replaced, and outgoing message is placed in a in-memory queue backed channel for use with assertions to verify functionality.  Test that sending json, results in media-type header is set to json
Test that sending POJO -&gt; POJO
Test that sending Tuple -&gt;  Tuple
Test that sending a (JSON) String -&gt; String
Test that sending raw bytes -&gt;  raw bytes
",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XD-725,5.0,"Test processor module in isolation Register the module under test  and have access to a source channel that drives messages into the processor and a output channel where output messages are sent.  
Examples
Built-in Message conversion: send JSON to a processor module that accepts Tuples.
",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XD-726,5.0,"Test sink module in isolation Register the module under test
Send a message to the sink using a test source and verify the sink contents - this requires checking an external resource - depends on the sink
",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XD-747,1.0,"Bootstrap XD on Yarn 1. How XD Yarn application should be packaged and bootstrapped?
2. Where the code should be? Within xd itself or separate repo?",,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XD-752,2.0,"Restrict Job launcher with more than one batch job configured in job module Currently the Job launcher launches all the batch jobs configured in the job module.

Please refer, ModuleJobLauncher's executeBatchJob().

This makes the JobRegistry registers with multiple batch jobs under the same Spring XD job name (group name).

Also, it is understood that having multiple jobs configuration under the same config xml is uncommon.",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-773,2.0,"Tab support inconsistent for http post When doing *xd:&gt; http post* and press the *tab* key. One should get a list of available options. Right now nothing happens. I have to press *--* and then tab to get the options.

Interestingly, this works for *stream create* + *tab* key",,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-776,1.0,"Shell: Remove ""taps list"" command We should only allow ""tap list"" - currently ""tap list"" AND ""taps list"" are allowed but ""tap list"" does not show up under help.",,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-805,8.0,"Get notified when created named channel ""is ready"" For testing purposes it would be super-helpful if there be a hook to get notified when a named channel is up and running. In current tests one may have to resort to ""Thread.sleep"".",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-808,3.0,"Update to spring-data-hadoop 1.0.1.RELEASE This might mean we should adjust our hadoopDistro options to the ones supported in the new release - hadoop12 (default), cdh4, hdp13, phd1 and hadoop21",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XD-819,3.0,Add Service Activator Processor Would be nice to have a ServiceActivator Processor available so that if one had an existing Spring bean they could simply describe the bean id and method name - without going through the full complexity of creating a processing module.,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XD-842,1.0,"Add back classifier = 'dist' to distZip build target Add back ""classifier = 'dist'"" to distZip build target - it was was accidentally removed.",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XD-873,8.0,"File Source - Provide option to pass on File object This story may need to be broken into several stories

Particularly for Batch scenarios one may not want to run a ""file-to-string-transformer"" on the payload file in the file source but rather handle/pass the file reference itself (local SAN etc.) - e.g. in case somebody drops a 2GB or in scenarios where one wants to push those large files into HDFS and run hadoop jobs on the data.

This is important for Batch Jobs as they need to access the file itself for the reader. 

We need to *keep in mind the various transports we support*. Not sure how Kryo handles file serialization. I would think we only need the File Meta Data to be persisted not the file-data itself (make that configurable??).
",,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-885,8.0,"Add Batch Job Listeners Automatically Add Batch Job Listeners Automatically

* Each major listener category should send notifications to own channel (StepExecution, Chunk, Item etc.)
* Add attribute to disallow automatic adding of listeners",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-892,1.0,"Spring Batch Behavior change from M2 to M3 In M3, the batch job behavior has changed. In M2, it was much easier to create an invoke a batch job. In M3, a trigger is required. Figuring that change out isn't a big deal but the behavior of this batch job in M3 throws a stack trace, yet it executes. 

In M2, this same batch job runs fine with no stack trace. 

Logs are attached. I can't see a difference in the container log property files from M2 to M3. Turning the log settings down will suppress the traces, but I was not expecting the traces since they did not show up in M2.

Stream Definitions:

job create --name pdfLoadBatchJob --definition ""batch-pdfload --inputPath='LOCAL_PDF_PATH' --hdfsPath='REMOTE_HDFS_PATH'""


stream create --name pdfloadtrigger --definition ""trigger &gt; job:pdfLoadBatchJob""",,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XD-901,3.0,"Wrong Jetty Util on classpath for WebHdfs We currently include jetty-util-6.1.26.jar but we need to add correct jar for different distributions - PHD uses jetty-util-7.6.10.v20130312.jar

Need to check hadoop-hdfs dependencies for the distros and add jetty-util-* to the jar copy for each distro
",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XD-912,5.0,Support for registering custom message converters Users need to register custom message converters used by modules.,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-919,2.0,Remove json parameter from twittersearch source json parameter is no longer required. Use --outputType=application/json instead,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-930,2.0,"Return rounded interval values from aggregate counter queries The aggregate counter query result currently returns the interval that is passed in, whether it is aligned with the bucket resolution requested or not. It would be more intuitive if the time values returned are rounded (down) to the resolution of the query (i.e. whole minutes, hours, days or whatever).",,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
