issuekey,title,description,storypoint
TESB-1337,"Dependent tesb-locator-client feature is not installed when tesb-services-locator feature is installed.","When running the demo described in chapter 7 ""Enabling the Service Locator for the Rent a Car demo"" of the Getting Started Guide.  the step ""features:install tesb-rac-services-locator1"" leads to the following error:  Error executing command: Could not start bundle mvn:org.talend.esb.examples/crmservice-service-endpoint-locator1/4.0 in feature(s) tesb-rac-services-locator1-4.0: The bundle ""crmservice-service-endpoint-locator1_4.0.0 [162]"" could not be resolved. Reason: Missing Constraint: Import-Package: org.talend.esb.locator; version=""0.0.0""  When explicitly installing feature ""tesb-locator-client"" before, executing the step is successful.  This only happens if one of other demos was run before on the same container.    Expectations is that even if the container was manipulated before the demo steps should work as described in the guide.  ",3
TESB-1338,"Enable the ESB_Runtime build to exclusevly use Nexus repository for build.",NULL,3
TESB-1339,"Recheck NOTICE file ","Make sure that the NOTICE is up-to-date.  ",1
TESB-1440,"Provide code quality checks and reports in build","- Integrate checkstyle plugin for the build, generate a report and also do violation check. At the moment do not fail if there are violations. Use the cxf set of checkstyle rules.  - Integrate PMD plugin for the build, generate a report and also do violation check. At the moment do not fail if there are violations. Use the cxf set of PMD rules.  - Generate a unit test coverage report.  - Prepare the build to be able to fail on checkstyle and PMD rule violations",2
TESB-1441,"Enable Hyperic to monitor CXF","- Provide plugin that allows to monitor CXF services that run in a Tomcat container or in a Talend ESB container (Equinox / Karaf).  - All properties provided by CXf should be available  - Autodiscovery of CXF services by Hyperic Agent should be possible  - Document how to enable CXF for management, how to deploy and configure the hyperic plugin to the hyperic agents and server. Describe what has to be configured in Tomcat / OSGi container. If documentation is already available else where reference is also fine.",5
TESB-1442,"Enable Hyperic to monitor Camel","- Provide plugin that allows to monitor Camel routes that run in a Tomcat container or in a Talend ESB container (Equinox / Karaf).  - All properties provided by Camel should be available  - Autodiscovery of Camel routes by Hyperic Agent should be possible  - Document how to enable Camel for management, how to deploy and configure the hyperic plugin to the hyperic agents and server. Describe what has to be configured in Tomcat / OSGi container. If documentation is already available else where reference is also fine.",5
TESB-1443,"Make Sam server executable in ESB container (OSGi)","At the moment the sam server can only run in a Tomcat container. Make it running in the Talend ESB container.    Reuse if possible the war file we already generate and use pax Web to integrate into OSGi.",3
TESB-1444,"In OSGi make sam components configurable by the Config  Admin service","At the moment sam agent and sam server are configured by property files that have to be somewhere on the class path. In OSGi the better way is to use the config admin service which also allwos to dynamically change the properties. The sam components should be extended to take advantage of the config admin service in case they are running within OSGi and to go the traditional way when they are running in Tomcat or standalone. MAke sure the properties can be changed dynamically    Also adapt the Rent a Car so that the properties are actually taken by the config admin service. The impl of the service we use in our conatiner expects the properties to be in ${container}/etc",3
TESB-1446,"Enable Service Locator for Rest based services.","Like for the SOAP services it should be possible for Rest based services to register at locator and for clients to lookup services.  Feature already implemented for 4.2, but does not work because of missing fnctionality in CXF. With latest version evrything should work now.    - Verify feature really works  - Add a sample for locator enbaled REST service  - Add documentation in runtime configuration guide.    See conversation in mailing list for more details: http://groups.google.com/group/talend-ai-engineering/browse_thread/thread/28f56bb86d2f6d4/ad7221e2fc64e1a2?lnk=gst&q=REST#ad7221e2fc64e1a2",3
TESB-1447,"Issues with the TESB Getting Started Guide","Find attached a review of the Getting Started Guide. Evaluate the review comments and fix the guide where appropiated.",1
TESB-1452,"Improve Component documentation with new tXMLMap",NULL,1
TESB-1453,"Prepare build and development environment for TAC Development",NULL,3
TESB-1454,"Design, prototype and review SAM UI",NULL,3
TESB-1459,"Rebrand TOS to Talend Service Builder",NULL,2
TESB-1460,"WSDL-driven provider component configuration",NULL,5
TESB-1461,"Service Locator support for tESBProvider/tESBConsumer components",NULL,2
TESB-1462,"Service Activity Monitoring support for tESBProvider/tESBConsumer components",NULL,2
TESB-1463,"Best practices for developing JAX-WS/OSGi/MAVEN/(REST) services in Eclipse for Talend ESB",NULL,3
TESB-1577,"WSDLException while running WS-Security (STS) enabled Rent A Car tutorial","The Rent A Car tutorial on STS enabled client-app (tesb-rac-app-sts) car:GUI running in the Secondary OSGI container is throwing the following exception.       Caused by: javax.wsdl.WSDLException: WSDLException (at /wsdl:definitions/wsdl:import/wsdl:definitions/wsdl:types/xs:schema/xs:schema): faultCode=PARSER_ERROR: Problem parsing 'bundleentry://159.fwk1234403385/META-INF/spring/model/oasis-200401-wss-wssecurity-utility-1.0.xsd'.: com.sun.org.apache.xerces.internal.impl.io.MalformedByteSequenceException: Invalid byte 3 of 3-byte UTF-8 sequence.    Test Steps.  1. Build the STS feature.  Run from directory talend-esb-<version>/examples/tesb/rent-a-car/: mvn clean  install -Psts    2.  Start the STS server on directory samples/cxf/sts_issue_operation  mvn -Djetty.port=9081 jetty:run    3.  Run the container1 (execute ./container/bin/tesb in the talend-esb-4.0 directory). Create dir keystores. Copy file servicestore.jks from crmservice\service-endpoint-sts\src\main\resources\META-INF\spring\ to keystores directory.    In ESB console, install  features:addurl mvn:org.talend.esb.examples.rent-a-car/features-sts/4.0/xml  Eventually (when sts example have already been installed): features:refreshurl  features:install tesb-rac-services-sts    4.  Run the Secondary container(execute ./alternate-container/bin/tesb in the talend-esb-4.0 directory). Create dir keystores. Copy file clientstore.jks from crmservice\client-sts\src\main\resources\META-INF\spring\ to keystores directory    In Secondary ESB console, install    features:addurl mvn:org.talend.esb.examples.rent-a-car/features-sts/4.0/xml  Eventually (when previous examples have already been installed): features:refreshurl  features:install tesb-rac-app-sts    5. Execute car:GUI in Secondary ESB console, search(find) car/reservation.        Note: Log attached.",2
TESB-1580,"Runtime support for deploying Data Services to Talend ESB","Right now Talend Service Studio is able to generate Talend jobs with build-in support of the TESB runtime interface *TalendESBJob*. We need a runtime support so that Jobs deployed on TESB and implementing such interface would share common CXF instance.    Main story behind it is that *I'm as Data Service developer would like to deploy multiple Talend jobs that are implementing different operations of the same service*. That mean that multiple jobs should share same endpoint and it is only feasible to do when multiple jobs are sharing same CXF instance.  Here is a sequence diagram that demonstrate who is doing what:    [big picture|http://www.websequencediagrams.com/cgi-bin/cdraw?lz=cGFydGljaXBhbnQgQ1hGCgAEDFJ1bnRpbWUABw1Qcm92aWRlckNhbGxiYWNrCgoAHwctPlRhbGVuZEVTQkpvYjogc2V0RW5kcG9pbnRSZWdpc3RyeShlcikAFBsASxAoY2IAFhlnAFQKKCkKAG4MLT4AgTAHOiBlAHkHAIEZCkNYRjogb3BlbgA0CQAcCCkKQ1hGADELdm9pZACBQxhydW5Kb2IAZxEAgXIOaW5pdGlhbGl6ZQpsb29wIG1haW4gbG9vcACBHw8AgkEQAIFXBVJlcXVlc3QoKQoAgmAQAB0Ud2FpdCBmb3IgcgAxBgCBRQYARhNvAFAJACMHAEwUAIFdDwBMBwCBTxxkbyBoZWF2eSBzdHVmZgCBPyFzZW5kUmVzcG9uc2UocgACBwCBVhQAgykFAAUpAIRxDgCDOwVlbmQAgwcdc2h1dGRvd24AhCkYAIQABQ&s=earth]",5
TESB-1582,"Add support for those DBMS in SAM that are also supported by TAC","As an operator I want to use SAM in conjunction with Talend Administration Console (TAC)    In the enterprise edition the SAM server will most likely run in the same Tomcat as the TAC and the SAM GUI will run as part of TAC. Therefor the plan is to use the TAC database as the data base backend for the SAM server. TAC supports the following DBMS which should also be supported by SAM.  - H2 Database Engine  - Oracle  - MySQL  - SQL Server    For all not yet supported  DBMS scripts for table creation must be created and the SAM server must be tested using the corresponding DBMS.  As preparation most probably also the DBMS have to be installed somewhere.    We only need to support all the DBMS in Tomcat.  ",8
